,Asset ID,Asset Name,Country,Latitude,Longitude,aez_v9v2_CRUTS32_Hist_8110_100_avg,lgd_ENSEMBLE_rcp4p5_2050s,aez_v9v2_ENSEMBLE_rcp4p5_2050s,tmpCRUTS32_0010,tmp_ENSEMBLE_rcp4p5_2050s,lgd_CRUTS32_Hist_0010,all_2010_prod
6092,10152939,Pflegeheim Seniorenwohnanlage Niebüll-Gath,Germany,54.7929,8.83912,56.0,283.0,56.0,9.269999504089355,11.045999526977539,243.0,4432.4609375
61522,69248,Global Branch Key 69248,Poland,51.27181,16.36438,39.0,245.0,39.0,9.9399995803833,12.121999740600586,237.0,1930.357177734375
142146,126372,Blackbushe House,United Kingdom,51.3259,-0.831085,40.0,320.0,42.0,10.380000114440918,11.907999038696289,277.0,419.5154724121094
199140,51183086,"Retail - United Kingdom (50.696733 , -1.3195496)",United Kingdom,50.696733,-1.3195496,41.0,312.0,41.0,11.059999465942383,12.543999671936035,357.0,2435.369140625
49414,152916,Global Branch Key 152916,Portugal,41.09873,-8.629112,56.0,273.0,56.0,15.589999198913574,16.941999435424805,277.0,339.8470153808594
129449,317897,Eriste,Spain,42.5888,0.490975,51.0,149.0,51.0,3.25,4.814000129699707,152.0,26.7591495513916
17963,766683,Global Branch Key 766683,France,48.88725,2.50895,56.0,306.0,56.0,12.449999809265137,14.065999984741211,287.0,51.910400390625
156639,744546,Global Branch Key 744546,Italy,39.31118,16.2522,56.0,251.0,56.0,16.260000228881836,17.74599838256836,290.0,2918.574951171875
194650,2987531,Business Address,Germany,48.13531,11.688183,56.0,258.0,56.0,9.15999984741211,11.093999862670898,239.0,3052.0458984375
23947,40830,Global Branch Key 40830,Belgium,50.87164,4.082971,41.0,329.0,41.0,10.960000038146973,12.553998947143555,278.0,4386.08740234375
128402,4968196,RTX A/S,Denmark,57.086217,9.958221,52.0,245.0,52.0,8.75,10.355999946594238,234.0,2220.3173828125
198582,175940,Council Depot,United Kingdom,52.5723,-0.221064,56.0,315.0,56.0,10.429999351501465,11.815999984741211,280.0,4866.11572265625
44717,52212196,"Retail - United Kingdom (52.3399856 , -2.2794888)",United Kingdom,52.3399856,-2.2794888,56.0,339.0,56.0,10.179999351501465,11.633999824523926,278.0,2072.864501953125
111341,118059,Global Branch Key 118059,Italy,45.43097,11.05085,56.0,315.0,56.0,12.59999942779541,14.503999710083008,264.0,3921.582763671875
102319,116446,Global Branch Key 116446,Italy,44.79331,11.38576,51.0,273.0,51.0,13.880000114440918,15.6899995803833,214.0,5665.58154296875
30904,3078977,Business Address,Germany,50.110922,8.682127,56.0,272.0,56.0,10.550000190734863,12.345999717712402,261.0,1045.3997802734375
112643,6339737,Irish Cement Ltd.,Ireland,53.68405,-6.38781,41.0,363.0,41.0,9.679999351501465,11.357999801635742,294.0,1349.819091796875
160560,10196646,Borchardt Medical Centre,United Kingdom,53.43432,-2.23776,56.0,363.0,56.0,10.25,11.58799934387207,283.0,
147973,10159452,In de Cramer 104,Netherlands,50.89797,5.94984,41.0,322.0,41.0,10.809999465942383,12.411999702453613,271.0,5804.95263671875
95249,53337603,"Retail - United Kingdom (53.4375085 , -2.972126)",United Kingdom,53.4375085,-2.972126,56.0,360.0,56.0,9.859999656677246,11.255999565124512,279.0,538.7721557617188
158870,135947,Global Branch Key 135947,Austria,47.7217,16.08071,56.0,251.0,56.0,9.579999923706055,11.589999198913574,242.0,1838.244873046875
195750,53210490,"Retail - United Kingdom (53.430207 , -2.3203487)",United Kingdom,53.430207,-2.3203487,56.0,363.0,56.0,10.34999942779541,11.684000015258789,286.0,
19974,136814,Global Branch Key 136814,United Kingdom,55.85394,-4.19935,50.0,325.0,50.0,9.109999656677246,10.289999008178711,262.0,168.32933044433594
191355,7444660,TAURON Cieplo sp. z o.o.,Poland,50.268621,19.017279,56.0,244.0,56.0,8.479999542236328,11.27199935913086,228.0,1.10321307182312
93670,268431,Global Branch Key 268431,France,46.90375,5.772444,42.0,271.0,30.0,9.889999389648438,11.639999389648438,252.0,847.0275268554688
24833,53372,Impianto a Ciclo Combinato Napoli Levante,Italy,40.83401,14.30047,56.0,264.0,56.0,16.770000457763672,18.534000396728516,276.0,510.2752380371094
191207,267476,Global Branch Key 267476,United Kingdom,51.6568,-0.277759,56.0,314.0,56.0,10.469999313354492,11.989999771118164,268.0,315.69110107421875
16716,128859,Global Branch Key 128859,Italy,44.49282,11.30114,56.0,285.0,56.0,13.149999618530273,14.913999557495117,219.0,1648.2071533203125
191916,10088133,Halsmere Studios,United Kingdom,51.47548,-0.10205,56.0,313.0,56.0,10.739999771118164,12.277999877929688,272.0,
37571,10016559,Marble Arch House,United Kingdom,51.51439,-0.16144,50.0,312.0,50.0,10.710000038146973,12.243999481201172,272.0,
190805,40657,Global Branch Key 40657,Belgium,50.47073,4.2833,56.0,325.0,56.0,10.559999465942383,12.2839994430542,271.0,4474.45556640625
40279,6618648,Alkane Energy Ltd.,United Kingdom,53.192751,-1.064712,40.0,325.0,42.0,9.949999809265137,11.233999252319336,274.0,3548.317626953125
122322,3002255,Business Address,Netherlands,52.117654,5.169717,42.0,327.0,42.0,10.429999351501465,11.920000076293945,273.0,1302.079833984375
48356,132218,Global Branch Key 132218,Italy,45.3163,10.94266,51.0,293.0,51.0,13.149999618530273,14.991999626159668,249.0,10458.419921875
28605,73128,Castanet,France,43.656876,2.917097,30.0,243.0,28.0,10.119999885559082,12.050000190734863,203.0,
78857,10114916,Gränome 1:13,Sweden,59.98894,17.958,40.0,211.0,40.0,6.579999923706055,9.275999069213867,194.0,784.2687377929688
64472,529491,Global Branch Key 529491,Italy,45.47418,9.205609,56.0,344.0,56.0,13.729999542236328,15.331998825073242,284.0,1001.0280151367188
52749,592512,Global Branch Key 592512,Poland,50.81259,16.27953,56.0,227.0,56.0,8.079999923706055,10.300000190734863,221.0,827.1488037109375
77071,815096,Global Branch Key 815096,Spain,41.46479,2.25054,56.0,278.0,56.0,16.139999389648438,17.631999969482422,266.0,
152703,852543,Global Branch Key 852543,Poland,54.60397,18.25443,56.0,243.0,56.0,8.420000076293945,10.705999374389648,225.0,181.4688720703125
105630,185494,Global Branch Key 185494,Spain,41.599,1.623,22.0,276.0,24.0,14.09999942779541,15.63800048828125,282.0,1125.0186767578125
5246,655429,Global Branch Key 655429,Italy,45.30684,7.88892,51.0,337.0,51.0,13.429999351501465,15.045999526977539,272.0,8845.3525390625
205473,142464,Global Branch Key 142464,Spain,39.58925,-0.332664,51.0,191.0,51.0,18.65999984741211,19.972000122070312,236.0,7211.291015625
181805,109573,Global Branch Key 109573,Italy,45.55157,9.300769,56.0,348.0,56.0,13.729999542236328,15.338000297546387,290.0,2828.594482421875
164912,83888,Global Branch Key 83888,Greece,37.98971,23.75863,56.0,174.0,56.0,16.459999084472656,17.9739990234375,201.0,342.7462158203125
71933,6444723,"Taetel, S.L.",Spain,40.447288,-3.714754,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
184083,20805,Global Branch Key 20805,Poland,52.6438,19.03574,56.0,232.0,56.0,9.170000076293945,11.486000061035156,229.0,147.8394775390625
130987,56673,Global Branch Key 56673,France,48.44865,6.737629,56.0,301.0,56.0,10.699999809265137,12.33799934387207,266.0,1720.7049560546875
88551,294356,Teijin Aramid BV (Arnhem),Netherlands,51.96512,5.94013,41.0,327.0,41.0,10.479999542236328,12.093999862670898,272.0,1988.456298828125
150165,61683,Global Branch Key 61683,France,46.33761,5.12877,41.0,333.0,29.0,11.90999984741211,13.853999137878418,279.0,3038.11328125
130442,288904,Global Branch Key 288904,Poland,51.26179,15.56796,56.0,248.0,56.0,9.609999656677246,11.86400032043457,241.0,1103.8272705078125
168166,256533,Global Branch Key 256533,Italy,42.68794,11.33477,22.0,272.0,24.0,14.119999885559082,15.839999198913574,277.0,1496.84033203125
59816,118148,Freshney Green Primary Care Centre,United Kingdom,53.5641,-0.11359,56.0,341.0,56.0,10.309999465942383,11.567999839782715,284.0,3194.65380859375
195207,5133554,EXETER STW (Countess Wear),United Kingdom,50.691106,-3.490711,50.0,352.0,50.0,10.960000038146973,12.381999969482422,365.0,2820.69970703125
22543,54310177,"Retail - United Kingdom (53.8760035 , -2.7597259)",United Kingdom,53.8760035,-2.7597259,52.0,356.0,52.0,9.889999389648438,11.22599983215332,279.0,848.8222045898438
44798,56537773,"Retail - United Kingdom (56.409801 , -5.4737838)",United Kingdom,56.409801,-5.4737838,56.0,314.0,56.0,8.449999809265137,9.503999710083008,254.0,5.129170894622803
29860,77135,Global Branch Key 77135,Switzerland,46.9565,7.484232,56.0,296.0,56.0,10.219999313354492,11.855999946594238,255.0,903.2211303710938
125309,3001732,Business Address,United Kingdom,51.506891,-0.138812,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
94204,3757247,Business Address,Germany,50.115676,8.680267,56.0,272.0,56.0,10.550000190734863,12.345999717712402,261.0,1045.3997802734375
194796,61204,Profitis Ilias Pyrg Wind Farm,Greece,38.33746,24.09506,50.0,181.0,50.0,17.850000381469727,19.149999618530273,206.0,2777.946533203125
87629,6220841,Abbott Arzneimittel GmbH,Germany,52.368871,9.772449,56.0,278.0,56.0,9.779999732971191,11.673999786376953,248.0,79.76537322998047
177489,253910,Global Branch Key 253910,Italy,45.14105,9.108163,51.0,317.0,51.0,13.779999732971191,15.401998519897461,259.0,7947.4404296875
26292,117655,Global Branch Key 117655,Italy,44.50234,11.31611,56.0,293.0,56.0,13.710000038146973,15.5339994430542,224.0,3474.753662109375
106231,11084,Global Branch Key 11084,Switzerland,46.7782,9.6732,50.0,168.0,50.0,2.639999866485596,4.576000213623047,153.0,
162449,182795,Global Branch Key 182795,Romania,45.29563,21.87664,56.0,242.0,56.0,10.710000038146973,12.661999702453613,251.0,488.9923400878906
16712,128829,Global Branch Key 128829,Italy,41.48294,14.47292,50.0,244.0,50.0,10.920000076293945,12.675999641418457,205.0,221.07566833496094
57832,24100,Global Branch Key 24100,Germany,50.12406,8.83378,56.0,276.0,56.0,10.59999942779541,12.40999984741211,261.0,1710.5069580078125
162405,143469,Global Branch Key 143469,Italy,41.51792,12.85349,51.0,267.0,51.0,17.09000015258789,18.845998764038086,271.0,12360.9296875
9617,211080,Hurstwood Court Household Waste Recycling Centre,United Kingdom,53.5661,-2.41065,56.0,360.0,56.0,9.960000038146973,11.291999816894531,278.0,146.7401580810547
155714,155666,Global Branch Key 155666,Poland,51.69571,17.43767,56.0,234.0,56.0,9.239999771118164,11.538000106811523,230.0,2017.7633056640625
101823,211652,Global Branch Key 211652,Spain,36.62741,-6.36525,56.0,172.0,56.0,18.920000076293945,20.236000061035156,227.0,
18213,26065742,Bytes Technology Group plc,United Kingdom,51.301589,-0.336446,56.0,316.0,56.0,10.460000038146973,12.022000312805176,273.0,1949.478515625
90852,8631857,Repower Italia S.p.A.,Italy,45.4717,9.2158,56.0,344.0,56.0,13.729999542236328,15.331998825073242,284.0,1001.0280151367188
123111,347805,Plana del Vent CCGT,Spain,40.95929,0.86901,22.0,215.0,22.0,17.010000228881836,18.411998748779297,234.0,284.9833984375
135626,7585,"MONDO MINERALS B.V. Branch Finland, PL 603, 87101 Kajaani, Sotkamon tehdas",Finland,64.11812,28.06761,48.0,188.0,42.0,2.899999856948853,6.035999774932861,163.0,14.55696964263916
159146,80698,Global Branch Key 80698,Luxembourg,49.61679,6.122115,56.0,268.0,56.0,10.369999885559082,11.847999572753906,261.0,1051.2274169921875
13450,141276,Global Branch Key 141276,Spain,43.37526,-8.398036,56.0,289.0,56.0,15.059999465942383,16.06399917602539,319.0,
65614,2899,InAsset Udine,Italy,46.0775648,13.1874348,42.0,352.0,30.0,12.799999237060547,14.670000076293945,285.0,2617.689697265625
24625,3044723,Business Address,United Kingdom,50.78537,-1.129923,,312.0,,11.210000038146973,12.694000244140625,365.0,
44404,4994,TESA PIACENZA S.P.A. - TESA PIACENZA SPA,Italy,44.859514,9.666112,42.0,311.0,30.0,12.65999984741211,14.319999694824219,244.0,2849.66357421875
67026,5648755,"Retail - United Kingdom (56.1492902 , -3.7420272)",United Kingdom,56.1492902,-3.7420272,42.0,315.0,42.0,9.029999732971191,10.218000411987305,260.0,903.1029663085938
48269,85109,Global Branch Key 85109,France,48.7509,2.345965,56.0,305.0,56.0,12.529999732971191,14.142000198364258,299.0,4.770466804504395
94147,3043079,Business Address,Austria,48.17098,16.333352,56.0,246.0,56.0,11.109999656677246,13.152000427246094,258.0,
100050,592410,Global Branch Key 592410,Poland,50.22792,18.6602,56.0,246.0,56.0,8.779999732971191,11.411999702453613,232.0,1693.404541015625
105351,120003,Global Branch Key 120003,Italy,46.26138,9.388145,41.0,276.0,41.0,8.949999809265137,10.65999984741211,239.0,400.1244812011719
493,51146315,"Retail - United Kingdom (51.4232621 , -0.9806282)",United Kingdom,51.4232621,-0.9806282,56.0,317.0,56.0,10.59000015258789,12.095999717712402,282.0,1161.479248046875
109812,40765,Hürth Knapsack Kombiprojekt,Germany,50.85906,6.84069,56.0,324.0,56.0,10.979999542236328,12.729999542236328,271.0,2291.697265625
77488,62060,Global Branch Key 62060,France,43.28541,2.7319,21.0,269.0,21.0,14.679999351501465,16.557998657226562,276.0,3847.8349609375
183707,130139,Global Branch Key 130139,Italy,46.21181,11.09129,51.0,296.0,51.0,9.729999542236328,11.719999313354492,246.0,3573.684326171875
36341,49415,Global Branch Key 49415,Spain,41.23035,0.550654,51.0,193.0,51.0,17.15999984741211,18.595998764038086,217.0,3532.8427734375
158029,51463129,"Retail - Belgium (50.84707 , 4.35186)",Belgium,50.84707,4.35186,56.0,328.0,56.0,10.869999885559082,12.517999649047852,276.0,418.7550354003906
147703,53930,Centrale idroelettrica di Villeneuve,Italy,45.69945,7.19136,51.0,246.0,51.0,8.510000228881836,10.11400032043457,227.0,3741.85595703125
136839,155631,Global Branch Key 155631,Poland,51.76297,18.08647,56.0,230.0,56.0,9.09999942779541,11.491999626159668,231.0,1932.4796142578125
5031,269139,Global Branch Key 269139,France,44.58196,-0.036258,51.0,302.0,51.0,14.059999465942383,15.519999504089355,314.0,7110.71826171875
63023,10066115,Skogsskiftet 5,Sweden,63.17413,14.6456,56.0,185.0,56.0,3.359999895095825,5.837999820709229,164.0,63.555667877197266
120101,52284101,"Retail - United Kingdom (52.2186721 , -1.8654575)",United Kingdom,52.2186721,-1.8654575,56.0,333.0,56.0,10.329999923706055,11.769999504089355,280.0,4381.9140625
29381,129427,Global Branch Key 129427,Italy,45.98795,12.7065,56.0,360.0,56.0,13.34999942779541,15.219999313354492,290.0,4863.0498046875
14592,279532,Global Branch Key 279532,France,45.27752,6.346646,29.0,262.0,29.0,9.139999389648438,10.775999069213867,238.0,195.87474060058594
97594,10115210,Älta Vision,Sweden,59.25714,18.17555,56.0,207.0,56.0,6.960000038146973,9.57800006866455,198.0,74.1182861328125
4613,1103,Global Branch Key 1103,Austria,48.28779,14.32302,56.0,270.0,56.0,10.90999984741211,12.97599983215332,259.0,716.8934326171875
99705,5861,Global Branch Key 5861,Bulgaria,42.90064,23.79284,56.0,207.0,56.0,10.760000228881836,12.633999824523926,254.0,803.1338500976562
102125,125037,Global Branch Key 125037,United Kingdom,53.37503,-2.866437,56.0,359.0,56.0,9.920000076293945,11.314000129699707,278.0,362.22314453125
192772,56442465,"Retail - United Kingdom (56.1031531 , -3.9414238)",United Kingdom,56.1031531,-3.9414238,56.0,320.0,56.0,9.139999389648438,10.317998886108398,261.0,351.7507019042969
192175,212502,Sito IPPC PAI - Polo Ambientale Integrato,Italy,44.794605,10.328625,56.0,293.0,56.0,13.460000038146973,15.231999397277832,222.0,7340.48583984375
98389,53338172,"Retail - United Kingdom (53.3408407 , -2.9757088)",United Kingdom,53.3408407,-2.9757088,56.0,360.0,56.0,9.84000015258789,11.246000289916992,277.0,
148900,51044605,"Retail - United Kingdom (51.4620029 , -0.0113371)",United Kingdom,51.4620029,-0.0113371,56.0,312.0,56.0,10.75,12.288000106811523,271.0,
31193,94847,Eltham,United Kingdom,51.45003,0.03046,56.0,312.0,56.0,10.670000076293945,12.222000122070312,272.0,
21025,570032,Global Branch Key 570032,Italy,37.6341,12.74776,22.0,217.0,22.0,18.40999984741211,19.92799949645996,242.0,6148.90625
141152,6333509,Bristol Water Hldgs UK Ltd.,United Kingdom,51.409542,-2.651012,50.0,341.0,50.0,10.260000228881836,11.746000289916992,283.0,1473.583251953125
15267,54664,Bergeforsens Vattenkraftverk,Sweden,62.51964,17.38779,48.0,191.0,42.0,4.029999732971191,6.76800012588501,170.0,45.21023178100586
96498,86707,Global Branch Key 86707,Portugal,38.95335,-7.50665,22.0,214.0,22.0,16.670000076293945,18.4060001373291,237.0,2104.5146484375
178501,282469,Global Branch Key 282469,Poland,53.23379,20.17926,56.0,231.0,56.0,8.380000114440918,10.822000503540039,217.0,1916.144775390625
170008,7,"Steel Plant - Poland (50.289123 , 18.910047)",Poland,50.289123,18.910047,56.0,243.0,56.0,8.479999542236328,11.2160005569458,229.0,102.28253173828125
86880,14596,Global Branch Key 14596,Romania,47.14142,27.57485,56.0,205.0,56.0,10.679999351501465,12.839999198913574,218.0,1241.8963623046875
157966,138662,Uengershausen,Germany,49.69737,9.880656,39.0,239.0,39.0,9.220000267028809,11.071999549865723,242.0,3770.2822265625
159620,41053,Global Branch Key 41053,Bulgaria,42.02165,23.10196,40.0,183.0,28.0,11.25999927520752,13.116000175476074,217.0,1113.3095703125
92673,132606,Global Branch Key 132606,Italy,43.52208,13.24344,56.0,314.0,56.0,13.769999504089355,15.661999702453613,252.0,3877.5107421875
84185,548219,Global Branch Key 548219,France,50.43029,2.823434,56.0,314.0,56.0,10.960000038146973,12.458000183105469,282.0,2648.716064453125
54447,139780,Global Branch Key 139780,France,48.55356,7.744723,56.0,315.0,56.0,11.550000190734863,13.199999809265137,275.0,1567.9686279296875
194572,4338178,Business Address,United Kingdom,51.500153,-0.126236,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
171049,85755,Global Branch Key 85755,France,43.10496,5.820862,56.0,250.0,56.0,16.53999900817871,18.04199981689453,253.0,1013.0586547851562
29830,256834,Global Branch Key 256834,Italy,45.05217,7.634304,56.0,345.0,56.0,13.829999923706055,15.458000183105469,283.0,1018.4354248046875
64056,147206,Global Branch Key 147206,Poland,51.65646,19.37819,56.0,231.0,56.0,8.649999618530273,11.182000160217285,226.0,1625.3077392578125
12559,10157116,Valverde Badajoz,Spain,38.86028,-6.96999,51.0,201.0,51.0,17.489999771118164,19.29800033569336,223.0,6022.4560546875
69068,53144,Impianto Idroelettrico Luigi Einaudi (Entracque Chiotas),Italy,44.22829,7.39023,49.0,225.0,49.0,8.1899995803833,9.765999794006348,201.0,136.5694580078125
156846,4913218,Viscofan S.A.,Spain,42.771776,-1.624945,29.0,300.0,23.0,13.149999618530273,14.681999206542969,307.0,1793.822998046875
53028,4325906,Business Address,Netherlands,52.37317,4.89066,56.0,329.0,56.0,10.479999542236328,11.875999450683594,274.0,
95010,332439,Arriello,Spain,40.46027,-0.216564,26.0,225.0,28.0,11.369999885559082,12.727999687194824,196.0,341.492919921875
3536,89761,Olaldea,Spain,42.940478,-1.274186,30.0,287.0,30.0,10.019999504089355,11.552000045776367,249.0,36.96199417114258
114310,88372,Global Branch Key 88372,France,45.63269,4.855377,39.0,322.0,29.0,12.279999732971191,14.267999649047852,278.0,4230.419921875
41372,5236333,"Retail - United Kingdom (52.2278589 , -2.7389434)",United Kingdom,52.2278589,-2.7389434,56.0,339.0,56.0,9.889999389648438,11.389999389648438,275.0,2725.42822265625
41101,210053,COCA-COLE ENTREPRISE,France,48.79,2.25,56.0,307.0,56.0,12.0,13.639999389648438,268.0,188.55189514160156
149401,604563,Global Branch Key 604563,United Kingdom,51.51327,-0.11795,56.0,312.0,56.0,10.710000038146973,12.243999481201172,272.0,
159350,261097,Global Branch Key 261097,Bulgaria,42.01911,23.09255,56.0,183.0,56.0,11.25999927520752,13.116000175476074,217.0,1113.3095703125
40256,6345561,Valorec Services AG,Switzerland,47.580303,7.596859,56.0,324.0,56.0,11.229999542236328,12.871999740600586,269.0,688.4954223632812
49213,229711,Global Branch Key 229711,Italy,44.05226,9.836069,,311.0,,15.09999942779541,16.770000457763672,289.0,
170634,54243340,"Retail - United Kingdom (53.7953124 , -1.664471)",United Kingdom,53.7953124,-1.664471,56.0,338.0,56.0,9.65999984741211,10.923999786376953,270.0,831.6609497070312
29210,212221,Global Branch Key 212221,Spain,41.51669,2.358414,56.0,280.0,56.0,15.649999618530273,17.233999252319336,288.0,1680.4783935546875
48234,24124,Global Branch Key 24124,Germany,48.57443,13.45308,56.0,258.0,56.0,9.40999984741211,11.589999198913574,240.0,2058.363037109375
150513,4252027,Niscayah Group,Sweden,59.332455,18.019701,56.0,206.0,56.0,6.96999979019165,9.615999221801758,198.0,
69658,32365,"Timet UK Ltd , TIMET UK LIMITED WITTON PLANT",United Kingdom,52.517737,-1.886497,56.0,329.0,56.0,9.880000114440918,11.288000106811523,273.0,2.810069799423218
161194,429125,Ferrera,Switzerland,46.53028,9.435278,49.0,143.0,49.0,1.039999961853027,2.853999853134155,118.0,
21081,431880,Global Branch Key 431880,Spain,39.89675,-6.46652,21.0,230.0,21.0,16.139999389648438,17.993999481201172,250.0,4034.75830078125
198920,51311154,"Retail - United Kingdom (51.1309526 , -2.9829196)",United Kingdom,51.1309526,-2.9829196,56.0,341.0,56.0,10.829999923706055,12.335999488830566,349.0,2786.49755859375
15307,44887,Central Hidroeléctrica Urdon,Spain,43.26652,-4.63369,49.0,325.0,49.0,12.670000076293945,14.117999076843262,335.0,591.88037109375
132497,13324,"Pure Wafer International Ltd, Swansea Silicon Semi-Conductor",United Kingdom,51.6714,-3.9052,52.0,364.0,52.0,9.920000076293945,11.40999984741211,283.0,116.80254364013672
189684,139021,Global Branch Key 139021,France,49.25582,2.434555,56.0,309.0,56.0,12.079999923706055,13.681999206542969,286.0,1659.1783447265625
58499,31568,Global Branch Key 31568,Spain,40.24135,-3.769533,56.0,186.0,56.0,15.25999927520752,17.023998260498047,213.0,2729.45849609375
78148,6331584,Oralia Investissements SA,France,45.78381,4.85071,56.0,320.0,56.0,12.25999927520752,14.24799919128418,278.0,289.3947448730469
128870,10002300,Buchanan Street 185-211,United Kingdom,55.86279,-4.25357,56.0,340.0,56.0,9.260000228881836,10.445999145507812,266.0,195.943359375
61704,185411,Global Branch Key 185411,Spain,41.4186,2.199682,56.0,276.0,56.0,16.399999618530273,17.897998809814453,265.0,95.20567321777344
146561,50185,Global Branch Key 50185,Spain,37.46127,-6.011275,51.0,178.0,51.0,19.09000015258789,20.581998825073242,227.0,7700.48876953125
47132,10062937,Gullbergsvass 1:17,Sweden,57.71253,11.96848,56.0,264.0,56.0,7.989999771118164,10.482000350952148,219.0,
36796,144267,Global Branch Key 144267,France,43.49585,-1.469269,23.0,353.0,23.0,14.479999542236328,15.967999458312988,359.0,1410.25537109375
179401,10226992,Kajaani Uitontie,Finland,64.23072,27.73597,56.0,188.0,56.0,2.909999847412109,6.065999507904053,163.0,16.30552864074707
159991,4100338,Bureau Veritas SA,France,48.892387,2.262676,56.0,306.0,56.0,12.550000190734863,14.1899995803833,303.0,
30030,117576,Global Branch Key 117576,Italy,40.98608,8.914079,22.0,242.0,22.0,16.959999084472656,18.277999877929688,266.0,3883.86083984375
13481,98277,Global Branch Key 98277,Poland,52.32188,20.97038,39.0,227.0,39.0,8.760000228881836,11.205999374389648,214.0,286.42840576171875
110249,295719,Stabilimento di Cameri (NO),Italy,45.534027,8.676222,56.0,336.0,56.0,13.210000038146973,14.780000686645508,287.0,3212.303466796875
62973,109286,Godståget 1,Sweden,59.29713,18.02842,56.0,206.0,56.0,6.96999979019165,9.615999221801758,198.0,
43232,574836,Global Branch Key 574836,Spain,43.10361,-2.034372,30.0,360.0,24.0,13.329999923706055,14.769999504089355,363.0,15.3901948928833
5168,25936,Global Branch Key 25936,Slovakia,48.16824,17.13837,56.0,209.0,56.0,9.75,11.903999328613281,230.0,357.85345458984375
190935,216883,Global Branch Key 216883,Slovenia,46.05103,14.50541,56.0,308.0,56.0,11.50999927520752,13.294000625610352,268.0,863.2803955078125
207124,7204225,Empresa Mixta de Aguas de Sant,Spain,28.463871,-16.266793,56.0,109.0,56.0,17.969999313354492,18.7760009765625,137.0,4232.72021484375
107999,141878,Global Branch Key 141878,Spain,40.42144,-3.677106,56.0,221.0,56.0,14.489999771118164,16.243999481201172,219.0,
102698,59456,Global Branch Key 59456,France,47.91145,7.208767,42.0,304.0,42.0,10.84000015258789,12.473999977111816,265.0,2683.58056640625
55142,19829,Global Branch Key 19829,Poland,50.01654,22.67637,56.0,242.0,56.0,9.279999732971191,11.555999755859375,240.0,2977.0400390625
205604,13183,Global Branch Key 13183,France,43.64524,1.476021,56.0,287.0,56.0,14.15999984741211,15.829998970031738,296.0,599.0473022460938
206139,749536,Global Branch Key 749536,Italy,38.90708,16.59244,56.0,242.0,56.0,18.1299991607666,19.597999572753906,279.0,5895.25927734375
21234,5000780,Telecom Plus Plc,United Kingdom,51.593969,-0.258969,56.0,314.0,56.0,10.469999313354492,11.989999771118164,268.0,315.69110107421875
156008,716585,Global Branch Key 716585,France,46.04942,5.33555,41.0,336.0,29.0,11.859999656677246,13.777999877929688,278.0,2889.278564453125
63913,51144829,"Retail - United Kingdom (51.3711156 , -0.7894532)",United Kingdom,51.3711156,-0.7894532,40.0,319.0,42.0,10.399999618530273,11.917999267578125,277.0,830.3580322265625
193461,116404,Global Branch Key 116404,Italy,44.05589,10.7928,28.0,235.0,28.0,9.670000076293945,11.434000015258789,192.0,91.59521484375
68859,7524,EDCMUC01,Germany,48.1398832,11.5263783,56.0,260.0,56.0,9.34999942779541,11.263999938964844,242.0,78.90701293945312
6779,55140446,"Retail - United Kingdom (54.5767191 , -1.2870976)",United Kingdom,54.5767191,-1.2870976,50.0,356.0,50.0,9.989999771118164,11.22599983215332,284.0,1115.136474609375
80998,548206,Global Branch Key 548206,France,50.6527,3.187128,39.0,319.0,41.0,10.829999923706055,12.279999732971191,277.0,3165.30810546875
56930,13237,MORGAN ELECTRO CERAMICS LTD,United Kingdom,53.003171,-3.037147,56.0,339.0,56.0,9.319999694824219,10.722000122070312,266.0,1432.0230712890625
120196,52212417,"Retail - United Kingdom (52.4630155 , -1.8394957)",United Kingdom,52.4630155,-1.8394957,56.0,325.0,56.0,9.899999618530273,11.329999923706055,273.0,
132962,52211780,"Retail - United Kingdom (52.463733 , 1.716129)",United Kingdom,52.463733,1.716129,56.0,334.0,56.0,10.779999732971191,12.097999572753906,282.0,2466.8798828125
3689,56485020,"Retail - United Kingdom (55.8499871 , -4.1157412)",United Kingdom,55.8499871,-4.1157412,56.0,321.0,56.0,9.039999961853027,10.211999893188477,260.0,162.16258239746094
195726,53246400,"Retail - United Kingdom (53.4353471 , -2.183717)",United Kingdom,53.4353471,-2.183717,56.0,363.0,56.0,10.25,11.58799934387207,283.0,
104232,104,Discarica e Piazzola Biogas di Barengo (NO),Italy,45.553055,8.508611,51.0,339.0,51.0,13.269999504089355,14.86199951171875,287.0,10263.220703125
53986,471669,Stour Fields,United Kingdom,51.89818,0.882761,39.0,309.0,41.0,10.729999542236328,12.17199993133545,270.0,2351.286376953125
115957,4050381,Business Address,France,48.918292,2.341534,56.0,309.0,56.0,12.479999542236328,14.100000381469727,301.0,262.4552307128906
195189,10188610,Atlas Road,United Kingdom,55.88237,-4.2268,56.0,325.0,56.0,9.109999656677246,10.289999008178711,262.0,168.32933044433594
203248,31983,Global Branch Key 31983,France,43.64089,5.096078,56.0,254.0,56.0,15.219999313354492,16.827999114990234,253.0,5172.23388671875
152723,20507,Global Branch Key 20507,Poland,51.04628,21.07595,56.0,224.0,56.0,8.279999732971191,10.82800006866455,217.0,390.2629699707031
